ACE2	ENSOCUG00000017782	ENSOCUT00000017784
ACER1	ENSOCUG00000021869	ENSOCUT00000025471
ACER2	ENSOCUG00000012439	ENSOCUT00000063385
ACER2	ENSOCUG00000012439	ENSOCUT00000012436
ACKR3	ENSOCUG00000010906	ENSOCUT00000010904
ACLY	ENSOCUG00000013212	ENSOCUT00000039686
ACLY	ENSOCUG00000013212	ENSOCUT00000013220
ACO1	ENSOCUG00000015960	ENSOCUT00000015998
ACO1	ENSOCUG00000015960	ENSOCUT00000055268
ACO1	ENSOCUG00000015960	ENSOCUT00000044708
ACO1	ENSOCUG00000015960	ENSOCUT00000054248
ACO1	ENSOCUG00000015960	ENSOCUT00000062552
ACO1	ENSOCUG00000015960	ENSOCUT00000043244
ACO1	ENSOCUG00000015960	ENSOCUT00000036805
ACOD1	ENSOCUG00000022836	ENSOCUT00000056791
ACOD1	ENSOCUG00000022836	ENSOCUT00000021816
ACOD1	ENSOCUG00000022836	ENSOCUT00000062404
ACOT11	ENSOCUG00000008092	ENSOCUT00000051960
ACOT11	ENSOCUG00000008092	ENSOCUT00000008091
ACOT11	ENSOCUG00000008092	ENSOCUT00000060839
ACOT12	ENSOCUG00000005358	ENSOCUT00000005359
ACOT7	ENSOCUG00000012605	ENSOCUT00000012602
ACOT7	ENSOCUG00000012605	ENSOCUT00000033873
ACOT8	ENSOCUG00000012187	ENSOCUT00000012183
ACOT8	ENSOCUG00000012187	ENSOCUT00000045904
ACOT9	ENSOCUG00000004779	ENSOCUT00000041590
ACOT9	ENSOCUG00000004779	ENSOCUT00000004779
ACOX1	ENSOCUG00000012924	ENSOCUT00000012925
ACOX1	ENSOCUG00000012924	ENSOCUT00000055367
ACOX1	ENSOCUG00000012924	ENSOCUT00000050256
ACOX2	ENSOCUG00000004155	ENSOCUT00000004157
ACOX2	ENSOCUG00000004155	ENSOCUT00000053497
ACOX2	ENSOCUG00000004155	ENSOCUT00000035176
ACP3	ENSOCUG00000010272	ENSOCUT00000010273
ACP6	ENSOCUG00000000444	ENSOCUT00000034962
ACP6	ENSOCUG00000000444	ENSOCUT00000000445
ACP7	ENSOCUG00000011277	ENSOCUT00000011276
ACRV1	ENSOCUG00000017103	ENSOCUT00000017107
ACSBG2	ENSOCUG00000010163	ENSOCUT00000010166
ACSBG2	ENSOCUG00000010163	ENSOCUT00000040734
ACSF2	ENSOCUG00000002690	ENSOCUT00000043275
ACSF2	ENSOCUG00000002690	ENSOCUT00000002692
ACSF2	ENSOCUG00000002690	ENSOCUT00000053616
ACSF2	ENSOCUG00000002690	ENSOCUT00000059167
ACSL3	ENSOCUG00000014970	ENSOCUT00000050639
ACSL3	ENSOCUG00000014970	ENSOCUT00000014975
ACSL3	ENSOCUG00000014970	ENSOCUT00000040566
ACSL3	ENSOCUG00000014970	ENSOCUT00000036162
ACSL3	ENSOCUG00000014970	ENSOCUT00000055491
ACSL4	ENSOCUG00000005010	ENSOCUT00000005010
ACSL4	ENSOCUG00000005010	ENSOCUT00000058643
ACSL4	ENSOCUG00000005010	ENSOCUT00000050213
ACSL4	ENSOCUG00000005010	ENSOCUT00000037282
ACSL5	ENSOCUG00000003593	ENSOCUT00000030428
ACSL6	ENSOCUG00000013062	ENSOCUT00000058427
ACSL6	ENSOCUG00000013062	ENSOCUT00000052857
ACSL6	ENSOCUG00000013062	ENSOCUT00000027539
ACSL6	ENSOCUG00000013062	ENSOCUT00000050055
ACSL6	ENSOCUG00000013062	ENSOCUT00000059288
ACSM1	ENSOCUG00000017141	ENSOCUT00000058703
ACSM1	ENSOCUG00000017141	ENSOCUT00000017137
ACSM3	ENSOCUG00000009900	ENSOCUT00000009903
ACSM5	ENSOCUG00000005927	ENSOCUT00000005928
ACSS1	ENSOCUG00000013125	ENSOCUT00000013127
ACTA1	ENSOCUG00000007566	ENSOCUT00000004074
ACTA2	ENSOCUG00000008193	ENSOCUT00000008195
ACTA2	ENSOCUG00000008193	ENSOCUT00000034501
ACTC1	ENSOCUG00000004074	ENSOCUT00000007566
ACTG2	ENSOCUG00000003663	ENSOCUT00000003663
ACTL6B	ENSOCUG00000014727	ENSOCUT00000044706
ACTL6B	ENSOCUG00000014727	ENSOCUT00000056924
ACTL6B	ENSOCUG00000014727	ENSOCUT00000041387
ACTL6B	ENSOCUG00000014727	ENSOCUT00000014720
ACTN1	ENSOCUG00000015449	ENSOCUT00000031523
ACTN1	ENSOCUG00000015449	ENSOCUT00000053055
ACTN1	ENSOCUG00000015449	ENSOCUT00000046217
ACTN1	ENSOCUG00000015449	ENSOCUT00000036607
ACTN1	ENSOCUG00000015449	ENSOCUT00000036578
ACTN1	ENSOCUG00000015449	ENSOCUT00000058549
ACTN1	ENSOCUG00000015449	ENSOCUT00000059891
ACTN1	ENSOCUG00000015449	ENSOCUT00000036992
ACTN1	ENSOCUG00000015449	ENSOCUT00000045455
ACTN2	ENSOCUG00000017871	ENSOCUT00000017871
ACTN2	ENSOCUG00000017871	ENSOCUT00000058101
ACTN2	ENSOCUG00000017871	ENSOCUT00000039970
ACTN3	ENSOCUG00000023317	ENSOCUT00000025004
ACTR1A	ENSOCUG00000005779	ENSOCUT00000045518
ACTR1A	ENSOCUG00000005779	ENSOCUT00000051528
ACTR1A	ENSOCUG00000005779	ENSOCUT00000005774
ACTR1B	ENSOCUG00000005975	ENSOCUT00000005978
ACTR2	ENSOCUG00000004906	ENSOCUT00000004905
ACTR2	ENSOCUG00000004906	ENSOCUT00000051091
ACTR2	ENSOCUG00000004906	ENSOCUT00000061661
ACTR3	ENSOCUG00000004395	ENSOCUT00000035387
ACTR3	ENSOCUG00000004395	ENSOCUT00000004397
ACTR3	ENSOCUG00000004395	ENSOCUT00000063083
ACTR3	ENSOCUG00000004395	ENSOCUT00000041286
ACTR6	ENSOCUG00000000141	ENSOCUT00000038020
ACTR6	ENSOCUG00000000141	ENSOCUT00000054512
ACTR6	ENSOCUG00000000141	ENSOCUT00000000141
ACTR8	ENSOCUG00000009085	ENSOCUT00000048655
ACTRT3	ENSOCUG00000003248	ENSOCUT00000003244
ACVR1	ENSOCUG00000002439	ENSOCUT00000002439
ACVR1B	ENSOCUG00000017934	ENSOCUT00000017934
ACVR2A	ENSOCUG00000016398	ENSOCUT00000051289
ACVR2A	ENSOCUG00000016398	ENSOCUT00000016400
ACVRL1	ENSOCUG00000022530	ENSOCUT00000064202
ADA	ENSOCUG00000010107	ENSOCUT00000055041
ADAM10	ENSOCUG00000016023	ENSOCUT00000038794
ADAM10	ENSOCUG00000016023	ENSOCUT00000016027
ADAM11	ENSOCUG00000000736	ENSOCUT00000059998
ADAM11	ENSOCUG00000000736	ENSOCUT00000028206
ADAM15	ENSOCUG00000007070	ENSOCUT00000051667
ADAM15	ENSOCUG00000007070	ENSOCUT00000064185
ADAM15	ENSOCUG00000007070	ENSOCUT00000059876
ADAM15	ENSOCUG00000007070	ENSOCUT00000057756
ADAM15	ENSOCUG00000007070	ENSOCUT00000060421
ADAM17	ENSOCUG00000010474	ENSOCUT00000010473
ADAM19	ENSOCUG00000001235	ENSOCUT00000040239
ADAM19	ENSOCUG00000001235	ENSOCUT00000049652
ADAM19	ENSOCUG00000001235	ENSOCUT00000040036
ADAM19	ENSOCUG00000001235	ENSOCUT00000001237
ADAM19	ENSOCUG00000001235	ENSOCUT00000059164
ADAM19	ENSOCUG00000001235	ENSOCUT00000054723
ADAM19	ENSOCUG00000001235	ENSOCUT00000052511
ADAM1A	ENSOCUG00000020987	ENSOCUT00000021400
ADAM2	ENSOCUG00000006251	ENSOCUT00000059246
ADAM2	ENSOCUG00000006251	ENSOCUT00000006252
ADAM2	ENSOCUG00000006251	ENSOCUT00000063609
ADAM2	ENSOCUG00000006251	ENSOCUT00000043762
ADAM2	ENSOCUG00000006251	ENSOCUT00000050548
ADAM2	ENSOCUG00000006251	ENSOCUT00000041743
ADAM22	ENSOCUG00000015436	ENSOCUT00000059822
ADAM22	ENSOCUG00000015436	ENSOCUT00000052949
ADAM22	ENSOCUG00000015436	ENSOCUT00000015452
ADAM23	ENSOCUG00000010659	ENSOCUT00000010665
ADAM23	ENSOCUG00000010659	ENSOCUT00000064568
ADAM23	ENSOCUG00000010659	ENSOCUT00000063331
ADAM33	ENSOCUG00000012683	ENSOCUT00000047670
ADAM33	ENSOCUG00000012683	ENSOCUT00000035428
ADAM6	ENSOCUG00000027611	ENSOCUT00000023563
ADAM7	ENSOCUG00000012104	ENSOCUT00000012109
ADAM8	ENSOCUG00000001216	ENSOCUT00000046719
ADAM9	ENSOCUG00000013380	ENSOCUT00000039461
ADAM9	ENSOCUG00000013380	ENSOCUT00000035213
ADAM9	ENSOCUG00000013380	ENSOCUT00000013388
ADAMDEC1	ENSOCUG00000001597	ENSOCUT00000001598
ADAMTS1	ENSOCUG00000016362	ENSOCUT00000016362
ADAMTS10	ENSOCUG00000026658	ENSOCUT00000031167
ADAMTS12	ENSOCUG00000006357	ENSOCUT00000063677
ADAMTS14	ENSOCUG00000017775	ENSOCUT00000017779
ADAMTS16	ENSOCUG00000009507	ENSOCUT00000034160
ADAMTS17	ENSOCUG00000015227	ENSOCUT00000015229
ADAMTS18	ENSOCUG00000014350	ENSOCUT00000014359
ADAMTS18	ENSOCUG00000014350	ENSOCUT00000034215
ADAMTS19	ENSOCUG00000008329	ENSOCUT00000043483
ADAMTS19	ENSOCUG00000008329	ENSOCUT00000008337
ADAMTS19	ENSOCUG00000008329	ENSOCUT00000043296
ADAMTS2	ENSOCUG00000001035	ENSOCUT00000051685
ADAMTS5	ENSOCUG00000002859	ENSOCUT00000002858
ADAMTS7	ENSOCUG00000026922	ENSOCUT00000031295
ADAMTS7	ENSOCUG00000026922	ENSOCUT00000058124
ADAMTS7	ENSOCUG00000026922	ENSOCUT00000060347
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000050587
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000046371
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000036165
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000034361
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000034512
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000064398
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000062629
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000063506
ADAMTS9	ENSOCUG00000000109	ENSOCUT00000000111
ADAMTSL1	ENSOCUG00000004895	ENSOCUT00000059742
ADAMTSL1	ENSOCUG00000004895	ENSOCUT00000039403
ADAMTSL1	ENSOCUG00000004895	ENSOCUT00000043533
ADAMTSL1	ENSOCUG00000004895	ENSOCUT00000004896
ADAMTSL3	ENSOCUG00000002672	ENSOCUT00000060371
ADAMTSL3	ENSOCUG00000002672	ENSOCUT00000002676
ADAMTSL3	ENSOCUG00000002672	ENSOCUT00000036075
ADAMTSL3	ENSOCUG00000002672	ENSOCUT00000042598
ADAMTSL4	ENSOCUG00000000927	ENSOCUT00000000927
ADAR	ENSOCUG00000008544	ENSOCUT00000008548
ADAR	ENSOCUG00000008544	ENSOCUT00000043467
ADAR	ENSOCUG00000008544	ENSOCUT00000060605
ADARB1	ENSOCUG00000004683	ENSOCUT00000056359
ADARB1	ENSOCUG00000004683	ENSOCUT00000004684
ADCK1	ENSOCUG00000017437	ENSOCUT00000064346
ADCK1	ENSOCUG00000017437	ENSOCUT00000052963
ADCY10	ENSOCUG00000002264	ENSOCUT00000037173
ADCY10	ENSOCUG00000002264	ENSOCUT00000041733
ADCY10	ENSOCUG00000002264	ENSOCUT00000052101
ADCY10	ENSOCUG00000002264	ENSOCUT00000039965
ADCY10	ENSOCUG00000002264	ENSOCUT00000049464
ADCY10	ENSOCUG00000002264	ENSOCUT00000045793
ADCY10	ENSOCUG00000002264	ENSOCUT00000002268
ADCY10	ENSOCUG00000002264	ENSOCUT00000061441
ADCY2	ENSOCUG00000008557	ENSOCUT00000057827
ADCY2	ENSOCUG00000008557	ENSOCUT00000036996
ADCY2	ENSOCUG00000008557	ENSOCUT00000008564
ADCY2	ENSOCUG00000008557	ENSOCUT00000064579
ADCY5	ENSOCUG00000015141	ENSOCUT00000015145
ADCY6	ENSOCUG00000007394	ENSOCUT00000035993
ADCY6	ENSOCUG00000007394	ENSOCUT00000007397
ADCY6	ENSOCUG00000007394	ENSOCUT00000048441
ADCY6	ENSOCUG00000007394	ENSOCUT00000035053
ADCY6	ENSOCUG00000007394	ENSOCUT00000042120
ADCY8	ENSOCUG00000002685	ENSOCUT00000036659
ADCY8	ENSOCUG00000002685	ENSOCUT00000002687
ADCY8	ENSOCUG00000002685	ENSOCUT00000047583
ADCY8	ENSOCUG00000002685	ENSOCUT00000041320
ADCY9	ENSOCUG00000007904	ENSOCUT00000007909
ADD3	ENSOCUG00000029743	ENSOCUT00000033353
ADD3	ENSOCUG00000029743	ENSOCUT00000033468
ADGRA1	ENSOCUG00000023203	ENSOCUT00000024357
ADGRD1	ENSOCUG00000005669	ENSOCUT00000005672
ADGRD1	ENSOCUG00000005669	ENSOCUT00000061318
ADGRD1	ENSOCUG00000005669	ENSOCUT00000050972
ADGRD2	ENSOCUG00000006271	ENSOCUT00000039097
ADGRD2	ENSOCUG00000006271	ENSOCUT00000006273
ADGRF1	ENSOCUG00000022513	ENSOCUT00000025519
ADGRF4	ENSOCUG00000013020	ENSOCUT00000013017
ADGRF4	ENSOCUG00000013020	ENSOCUT00000046901
ADGRF5	ENSOCUG00000001489	ENSOCUT00000001494
ADGRF5	ENSOCUG00000001489	ENSOCUT00000036984
ADGRF5	ENSOCUG00000001489	ENSOCUT00000034318
ADGRF5	ENSOCUG00000001489	ENSOCUT00000033473
ADGRG1	ENSOCUG00000007622	ENSOCUT00000034994
ADGRG1	ENSOCUG00000007622	ENSOCUT00000007624
ADGRG6	ENSOCUG00000002559	ENSOCUT00000057210
ADGRG6	ENSOCUG00000002559	ENSOCUT00000059299
ADGRG6	ENSOCUG00000002559	ENSOCUT00000053041
ADGRL1	ENSOCUG00000001836	ENSOCUT00000051540
ADGRL1	ENSOCUG00000001836	ENSOCUT00000031224
ADGRL2	ENSOCUG00000013639	ENSOCUT00000046711
ADGRL2	ENSOCUG00000013639	ENSOCUT00000057408
ADGRL2	ENSOCUG00000013639	ENSOCUT00000013645
ADGRL2	ENSOCUG00000013639	ENSOCUT00000040189
ADGRL2	ENSOCUG00000013639	ENSOCUT00000046864
ADGRL3	ENSOCUG00000001910	ENSOCUT00000001916
ADGRL3	ENSOCUG00000001910	ENSOCUT00000063463
ADGRL3	ENSOCUG00000001910	ENSOCUT00000038838
ADGRL3	ENSOCUG00000001910	ENSOCUT00000061459
ADGRL3	ENSOCUG00000001910	ENSOCUT00000051316
ADGRL3	ENSOCUG00000001910	ENSOCUT00000049209
ADGRL3	ENSOCUG00000001910	ENSOCUT00000062381
ADH4	ENSOCUG00000023401	ENSOCUT00000012630
ADH4	ENSOCUG00000023401	ENSOCUT00000047739
ADH4	ENSOCUG00000023401	ENSOCUT00000049888
ADH4	ENSOCUG00000023401	ENSOCUT00000045217
ADH4	ENSOCUG00000023401	ENSOCUT00000062721
ADH4	ENSOCUG00000023401	ENSOCUT00000029300
ADH4	ENSOCUG00000023401	ENSOCUT00000042186
ADH4	ENSOCUG00000023401	ENSOCUT00000055730
ADH5	ENSOCUG00000004263	ENSOCUT00000004266
ADH5	ENSOCUG00000004263	ENSOCUT00000047134
ADH5	ENSOCUG00000004263	ENSOCUT00000048264
ADH6	ENSOCUG00000033073	ENSOCUT00000000001
ADH6	ENSOCUG00000033073	ENSOCUT00000053120
ADH6	ENSOCUG00000033073	ENSOCUT00000048760
ADH6	ENSOCUG00000033073	ENSOCUT00000055742
ADH6	ENSOCUG00000033073	ENSOCUT00000030164
ADH6	ENSOCUG00000033073	ENSOCUT00000058132
ADHFE1	ENSOCUG00000008341	ENSOCUT00000008339
ADI1	ENSOCUG00000000530	ENSOCUT00000000530
ADI1	ENSOCUG00000000530	ENSOCUT00000063493
ADIPOQ	ENSOCUG00000026268	ENSOCUT00000031126
ADIPOR2	ENSOCUG00000017118	ENSOCUT00000017117
ADK	ENSOCUG00000009950	ENSOCUT00000045465
ADK	ENSOCUG00000009950	ENSOCUT00000047999
ADK	ENSOCUG00000009950	ENSOCUT00000009949
ADK	ENSOCUG00000009950	ENSOCUT00000060136
ADNP	ENSOCUG00000014704	ENSOCUT00000041746
ADNP	ENSOCUG00000014704	ENSOCUT00000014700
ADNP2	ENSOCUG00000009233	ENSOCUT00000009231
ADORA1	ENSOCUG00000011017	ENSOCUT00000011015
ADORA2B	ENSOCUG00000010449	ENSOCUT00000010448
ADORA3	ENSOCUG00000023239	ENSOCUT00000029972
ADPGK	ENSOCUG00000011706	ENSOCUT00000011706
ADPRH	ENSOCUG00000009508	ENSOCUT00000009505
ADPRH	ENSOCUG00000009508	ENSOCUT00000047881
ADPRM	ENSOCUG00000004522	ENSOCUT00000004520
ADPRS	ENSOCUG00000011038	ENSOCUT00000034741
ADPRS	ENSOCUG00000011038	ENSOCUT00000011033
ADRA1A	ENSOCUG00000000775	ENSOCUT00000035932
ADRA1B	ENSOCUG00000005721	ENSOCUT00000033268
