Gene	Codon	Length
ENSG00000004455	UAG	2516
ENSG00000004455	UAA	5195
ENSG00000004455	UAG	3391
ENSG00000004534	UGA	1423
ENSG00000004534	UAA	115
ENSG00000004534	UAA	115
ENSG00000004534	UGA	1410
ENSG00000004534	UGA	1791
ENSG00000004534	UAA	116
ENSG00000004534	UAA	116
ENSG00000004534	UAA	116
ENSG00000004534	UAA	182
ENSG00000004866	UGA	536
ENSG00000004866	UGA	246
ENSG00000004866	UGA	246
ENSG00000004866	UGA	319
ENSG00000004866	UGA	1018
ENSG00000004866	UGA	927
ENSG00000004866	UGA	246
ENSG00000004866	UGA	239
ENSG00000004866	UGA	652
ENSG00000004866	UGA	246
ENSG00000004866	UGA	246
ENSG00000004866	UGA	246
ENSG00000004866	UGA	246
ENSG00000004897	UAA	267
ENSG00000004897	UAA	2206
ENSG00000004897	UGA	296
ENSG00000004897	UAA	494
ENSG00000004897	UAA	3232
ENSG00000004897	UAG	335
ENSG00000004897	UAA	680
ENSG00000004897	UAA	55
ENSG00000004897	UAA	226
ENSG00000004897	UGA	395
ENSG00000004897	UGA	547
ENSG00000004897	UGA	237
ENSG00000004897	UAA	357
ENSG00000004961	UAA	69
ENSG00000004961	UAA	1276
ENSG00000004961	UAA	1268
ENSG00000005007	UAA	1712
ENSG00000005007	UAA	1713
ENSG00000005022	UAA	338
ENSG00000005075	UAG	521
ENSG00000005100	UGA	712
ENSG00000005100	UGA	716
ENSG00000005100	UGA	1758
ENSG00000005100	UGA	3288
ENSG00000005156	UAG	124
ENSG00000005156	UGA	477
ENSG00000005156	UAG	5237
ENSG00000005156	UGA	126
ENSG00000005175	UGA	212
ENSG00000005175	UGA	213
ENSG00000005175	UGA	2256
ENSG00000005206	UAG	1886
ENSG00000005206	UAA	450
ENSG00000005206	UGA	560
ENSG00000005206	UGA	199
ENSG00000005206	UGA	1030
ENSG00000005206	UAA	1485
ENSG00000005302	UAA	647
ENSG00000005302	UAA	641
ENSG00000005302	UAG	816
ENSG00000005302	UAG	1013
ENSG00000005302	UAG	174
ENSG00000005302	UAA	652
ENSG00000005302	UAG	763
ENSG00000005302	UAA	598
ENSG00000005302	UAA	693
ENSG00000005302	UAA	328
ENSG00000005302	UAA	620
ENSG00000005302	UAA	549
ENSG00000005302	UAG	1053
ENSG00000005302	UGA	2698
ENSG00000005302	UGA	405
ENSG00000005302	UAA	657
ENSG00000005302	UAA	668
ENSG00000005302	UGA	448
ENSG00000005302	UGA	2141
ENSG00000005302	UGA	639
ENSG00000005302	UAA	652
ENSG00000005302	UAA	1251
ENSG00000005302	UGA	800
ENSG00000005302	UGA	717
ENSG00000005302	UGA	2168
ENSG00000005302	UGA	249
ENSG00000005302	UAA	647
ENSG00000005302	UAG	509
ENSG00000005302	UAA	586
ENSG00000005302	UAG	2053
ENSG00000005302	UAA	561
ENSG00000005302	UAA	674
ENSG00000005302	UGA	267
ENSG00000005302	UGA	1027
ENSG00000005700	UGA	334
ENSG00000005700	UAG	1438
ENSG00000005700	UAG	13
ENSG00000005700	UAA	4055
ENSG00000005700	UAG	1186
ENSG00000005700	UAG	22
ENSG00000005801	UAG	305
ENSG00000005801	UGA	548
ENSG00000005801	UGA	399
ENSG00000005801	UGA	1
ENSG00000005801	UAA	591
ENSG00000005801	UGA	1191
ENSG00000005801	UGA	411
ENSG00000005801	UGA	173
ENSG00000005801	UGA	124
ENSG00000005801	UAG	242
ENSG00000005801	UGA	1191
ENSG00000005801	UGA	1190
ENSG00000005801	UGA	1190
ENSG00000005801	UAA	0
ENSG00000005801	UAA	452
ENSG00000005812	UAA	1885
ENSG00000005882	UAA	2055
ENSG00000005882	UAA	961
ENSG00000005882	UAA	1271
ENSG00000005893	UAA	293
ENSG00000005893	UAG	5175
ENSG00000005893	UAA	657
ENSG00000005893	UAA	2660
ENSG00000006007	UAG	1777
ENSG00000006007	UAA	1752
ENSG00000006007	UGA	1228
ENSG00000006451	UGA	274
ENSG00000006451	UAA	1875
ENSG00000006625	UAG	346
ENSG00000006625	UAG	530
ENSG00000006625	UAA	736
ENSG00000006625	UAA	555
ENSG00000006625	UAA	536
ENSG00000006625	UAG	459
ENSG00000006625	UAA	176
ENSG00000006625	UAG	471
ENSG00000006652	UAA	1260
ENSG00000006652	UAG	8
ENSG00000006652	UAG	1684
ENSG00000006652	UAG	140
ENSG00000006652	UAA	1250
ENSG00000006652	UAA	1289
ENSG00000006652	UGA	1639
ENSG00000006652	UGA	1079
ENSG00000006652	UAG	1681
ENSG00000006652	UAG	1637
ENSG00000006652	UAG	1681
ENSG00000006712	UAG	226
ENSG00000006712	UGA	362
ENSG00000006712	UGA	62
ENSG00000006744	UGA	258
ENSG00000006744	UGA	207
ENSG00000006744	UGA	291
ENSG00000006744	UGA	426
ENSG00000006744	UGA	1206
ENSG00000006744	UGA	83
ENSG00000006831	UGA	2602
ENSG00000007047	UGA	2845
ENSG00000007047	UGA	187
ENSG00000007047	UGA	2574
ENSG00000007047	UGA	643
ENSG00000007080	UGA	276
ENSG00000007080	UGA	270
ENSG00000007168	UGA	3806
ENSG00000007168	UGA	3806
ENSG00000007168	UGA	3804
ENSG00000007168	UGA	3813
ENSG00000007168	UGA	253
ENSG00000007168	UGA	3806
ENSG00000007168	UGA	3806
ENSG00000007168	UGA	3806
ENSG00000007168	UGA	0
ENSG00000007168	UAG	4993
ENSG00000007168	UGA	267
ENSG00000007168	UGA	394
ENSG00000007168	UGA	4355
ENSG00000007168	UGA	3806
ENSG00000007168	UGA	3806
ENSG00000007520	UGA	197
ENSG00000007520	UAA	320
ENSG00000007923	UGA	3302
ENSG00000007923	UGA	3558
ENSG00000007923	UAA	1505
ENSG00000007923	UGA	358
ENSG00000007923	UGA	2915
ENSG00000007923	UAA	562
ENSG00000008018	UGA	100
ENSG00000008282	UGA	571
ENSG00000008282	UGA	505
ENSG00000008282	UAA	1300
ENSG00000008282	UAA	1300
ENSG00000008282	UAA	427
ENSG00000008294	UGA	4098
ENSG00000008294	UGA	363
ENSG00000008294	UGA	645
ENSG00000008294	UGA	628
ENSG00000008294	UGA	1197
ENSG00000008324	UAA	2425
ENSG00000008324	UAA	605
ENSG00000008382	UGA	77
ENSG00000008382	UGA	259
ENSG00000008382	UAA	13
ENSG00000008382	UGA	84
ENSG00000008382	UGA	36
ENSG00000008382	UGA	79
ENSG00000008382	UGA	76
ENSG00000008382	UGA	66
ENSG00000008838	UGA	555
ENSG00000008838	UGA	432
ENSG00000008838	UGA	425
ENSG00000008838	UGA	0
ENSG00000008838	UGA	540
ENSG00000008838	UGA	26
ENSG00000008838	UGA	704
ENSG00000008838	UGA	431
ENSG00000008838	UAG	2949
ENSG00000008838	UGA	421
ENSG00000008838	UGA	454
ENSG00000008952	UGA	355
ENSG00000008952	UGA	361
ENSG00000008952	UAA	5310
ENSG00000008952	UAA	471
ENSG00000008952	UAA	215
ENSG00000009335	UGA	333
ENSG00000009335	UGA	1615
ENSG00000009335	UGA	277
ENSG00000009844	UGA	424
ENSG00000009844	UGA	6042
ENSG00000009844	UGA	2303
ENSG00000009844	UGA	2303
ENSG00000009954	UAG	1303
ENSG00000009954	UAG	631
ENSG00000010165	UGA	961
ENSG00000010165	UGA	961
ENSG00000010165	UGA	960
ENSG00000010244	UGA	584
ENSG00000010244	UGA	692
ENSG00000010244	UGA	101
ENSG00000010244	UGA	2535
ENSG00000010244	UAG	3084
ENSG00000010244	UGA	12126
ENSG00000010256	UAG	555
ENSG00000010256	UGA	1015
ENSG00000010256	UAG	126
ENSG00000010322	UAG	586
ENSG00000010322	UGA	1391
ENSG00000010322	UGA	1016
ENSG00000010322	UAG	586
ENSG00000011052	UAA	140
ENSG00000011052	UGA	237
ENSG00000011052	UAA	138
ENSG00000011275	UGA	2813
ENSG00000011275	UGA	238
ENSG00000011275	UGA	2054
ENSG00000011275	UGA	2813
ENSG00000011295	UAA	1882
ENSG00000011295	UGA	390
ENSG00000011295	UGA	460
ENSG00000011295	UAG	370
ENSG00000011295	UGA	186
ENSG00000011295	UGA	2091
ENSG00000011376	UGA	1877
ENSG00000011376	UGA	2329
ENSG00000011376	UGA	368
ENSG00000011376	UGA	1492
ENSG00000011376	UGA	7196
ENSG00000011376	UAG	2246
ENSG00000011376	UGA	1069
ENSG00000011376	UGA	79
ENSG00000011451	UAA	985
ENSG00000011451	UAA	1568
ENSG00000011451	UAA	3098
ENSG00000011451	UAA	3098
ENSG00000011451	UAA	1568
ENSG00000011451	UGA	3824
ENSG00000011451	UAA	3098
ENSG00000011451	UAA	3098
ENSG00000011451	UAA	1553
ENSG00000011485	UGA	429
ENSG00000011485	UGA	506
ENSG00000011485	UGA	629
ENSG00000012061	UAA	112
ENSG00000012061	UGA	67
ENSG00000012061	UGA	2341
ENSG00000012061	UGA	70
ENSG00000012061	UGA	2341
ENSG00000012061	UGA	61
ENSG00000012061	UAG	418
ENSG00000012061	UGA	7
ENSG00000012061	UAA	114
ENSG00000012174	UAA	3383
ENSG00000012174	UAA	2768
ENSG00000012232	UAG	5695
ENSG00000012232	UAG	2821
ENSG00000012232	UAG	5695
ENSG00000012232	UGA	1415
ENSG00000012232	UAG	5695
ENSG00000012232	UGA	3200
ENSG00000012232	UAG	4733
ENSG00000012232	UAG	2824
ENSG00000012232	UGA	338
ENSG00000012232	UAG	4733
ENSG00000012963	UAG	190
ENSG00000012963	UAG	2180
ENSG00000012963	UGA	1062
ENSG00000013275	UGA	459
ENSG00000013275	UGA	136
ENSG00000013288	UAG	4858
ENSG00000013288	UGA	2077
ENSG00000013288	UGA	69
ENSG00000013306	UGA	359
ENSG00000013306	UGA	376
ENSG00000013306	UGA	328
ENSG00000013306	UAG	611
ENSG00000013306	UGA	131
ENSG00000013306	UGA	373
ENSG00000013306	UGA	6
ENSG00000013374	UAG	854
ENSG00000013374	UGA	201
ENSG00000013374	UAA	1206
ENSG00000013374	UAG	1297
ENSG00000013374	UAA	56
ENSG00000013374	UAA	1224
ENSG00000013374	UAA	1224
ENSG00000013561	UAG	2500
ENSG00000013561	UAG	2502
ENSG00000013561	UGA	361
ENSG00000013561	UAG	1395
ENSG00000013561	UAG	2500
ENSG00000013561	UAG	2500
ENSG00000013583	UGA	271
ENSG00000013583	UGA	438
ENSG00000013583	UGA	241
ENSG00000013583	UAA	1503
ENSG00000014123	UAA	1773
ENSG00000014164	UGA	397
ENSG00000014164	UAG	306
ENSG00000014216	UAG	133
ENSG00000014216	UGA	720
ENSG00000014216	UGA	720
ENSG00000014216	UGA	572
ENSG00000014216	UGA	715
ENSG00000014216	UGA	701
ENSG00000014824	UAA	1707
ENSG00000014824	UGA	4335
ENSG00000014919	UGA	3719
ENSG00000014919	UGA	1570
ENSG00000015153	UAG	448
ENSG00000015153	UGA	139
ENSG00000015153	UAA	3485
ENSG00000015153	UAA	198
ENSG00000015153	UGA	176
ENSG00000015153	UAA	376
ENSG00000015153	UAA	687
ENSG00000015153	UAG	475
ENSG00000015153	UAG	747
ENSG00000015153	UGA	4572
ENSG00000015153	UAA	3485
ENSG00000015171	UGA	2047
ENSG00000015171	UGA	0
ENSG00000015171	UAG	152
ENSG00000015171	UGA	2143
ENSG00000015171	UGA	3889
ENSG00000015171	UGA	0
ENSG00000015171	UGA	2167
ENSG00000015171	UGA	1961
ENSG00000015171	UGA	2164
ENSG00000015171	UGA	2167
ENSG00000015171	UAG	152
ENSG00000015532	UAG	1342
ENSG00000015532	UGA	233
ENSG00000015532	UAG	760
ENSG00000015532	UAG	894
ENSG00000015532	UGA	70
ENSG00000016864	UGA	724
ENSG00000016864	UGA	359
ENSG00000016864	UGA	342
ENSG00000016864	UGA	353
ENSG00000016864	UAA	0
ENSG00000016864	UGA	356
ENSG00000017260	UAG	498
ENSG00000017260	UGA	1800
ENSG00000017260	UAA	138
ENSG00000017260	UGA	1800
ENSG00000017260	UGA	1800
ENSG00000017260	UAA	437
ENSG00000017260	UGA	520
ENSG00000017260	UAA	422
ENSG00000017260	UAA	465
ENSG00000017260	UAA	437
ENSG00000017260	UGA	495
ENSG00000017260	UAA	437
ENSG00000017260	UGA	1800
ENSG00000017260	UGA	1800
ENSG00000017260	UAA	437
ENSG00000017797	UGA	2177
ENSG00000017797	UGA	2870
ENSG00000017797	UGA	2177
ENSG00000018510	UGA	142
ENSG00000018510	UAG	1125
ENSG00000018510	UAG	6728
ENSG00000018510	UGA	6622
ENSG00000018510	UAG	513
ENSG00000018510	UGA	6752
ENSG00000018510	UAG	1951
ENSG00000018510	UAA	7144
ENSG00000018510	UAA	5639
ENSG00000018510	UAA	48
ENSG00000018510	UAA	223
ENSG00000018510	UAA	5639
ENSG00000018510	UAA	5570
ENSG00000018510	UGA	592
ENSG00000018510	UAA	5570
ENSG00000019995	UGA	3197
ENSG00000020426	UAA	1616
ENSG00000020426	UAA	170
ENSG00000020426	UGA	94
ENSG00000020426	UAA	329
ENSG00000022840	UGA	220
ENSG00000022840	UAA	550
ENSG00000022840	UGA	922
ENSG00000022840	UAG	538
ENSG00000022840	UGA	329
ENSG00000022840	UGA	727
ENSG00000022840	UGA	220
ENSG00000023191	UGA	178
ENSG00000023191	UGA	143
ENSG00000023191	UGA	256
ENSG00000023191	UGA	176
ENSG00000023191	UGA	179
ENSG00000023191	UGA	176
ENSG00000023191	UGA	176
ENSG00000023191	UGA	130
ENSG00000023191	UGA	145
ENSG00000023191	UAA	1454
ENSG00000023191	UGA	161
ENSG00000023287	UGA	87
ENSG00000023287	UAA	1323
ENSG00000023287	UGA	232
ENSG00000023287	UAA	451
ENSG00000023287	UAA	1324
ENSG00000023318	UGA	4304
ENSG00000023318	UAA	3427
ENSG00000023318	UAA	3609
ENSG00000023318	UGA	3877
ENSG00000023318	UAA	1842
ENSG00000023318	UAG	3350
ENSG00000023318	UAG	4338
ENSG00000023318	UGA	1354
ENSG00000023318	UAA	3373
ENSG00000023318	UGA	3989
ENSG00000023318	UAA	3373
ENSG00000023572	UGA	157
ENSG00000023572	UGA	5066
ENSG00000023572	UGA	155
ENSG00000023697	UAA	635
ENSG00000023697	UAA	5
ENSG00000023697	UAA	480
ENSG00000023697	UAA	534
ENSG00000023697	UAA	891
ENSG00000023734	UGA	500
ENSG00000023734	UGA	1234
ENSG00000023734	UGA	36
ENSG00000023734	UGA	362
ENSG00000023909	UAA	1956
ENSG00000023909	UAA	3791
ENSG00000024048	UAA	2332
ENSG00000024048	UAA	845
ENSG00000024048	UAA	2332
ENSG00000025770	UGA	1405
ENSG00000025770	UGA	372
ENSG00000025770	UGA	393
ENSG00000025770	UGA	97
ENSG00000025770	UGA	96
ENSG00000025770	UAA	213
ENSG00000025770	UGA	510
ENSG00000025796	UAA	3948
ENSG00000025796	UGA	238
ENSG00000027697	UGA	534
ENSG00000027697	UGA	2043
ENSG00000027697	UAA	1903
ENSG00000027697	UGA	1114
ENSG00000027697	UGA	534
ENSG00000027697	UGA	546
ENSG00000027697	UGA	534
ENSG00000027697	UAG	315
ENSG00000027697	UGA	534
ENSG00000027697	UGA	546
ENSG00000027697	UGA	546
ENSG00000027697	UGA	534
ENSG00000027697	UGA	546
ENSG00000027697	UGA	534
ENSG00000027697	UGA	548
ENSG00000027697	UGA	534
ENSG00000027847	UAA	176
ENSG00000027847	UGA	502
ENSG00000027847	UGA	635
ENSG00000028116	UAA	1575
ENSG00000028116	UGA	227
ENSG00000028116	UAG	563
ENSG00000028116	UAG	524
ENSG00000028116	UGA	178
ENSG00000028116	UGA	174
ENSG00000028116	UGA	91
ENSG00000028203	UAA	249
ENSG00000028203	UAG	2088
ENSG00000028203	UAG	928
ENSG00000028203	UAA	243
ENSG00000028203	UAA	2433
ENSG00000028203	UAA	263
ENSG00000028203	UAG	792
ENSG00000028203	UAA	2149
ENSG00000028203	UAA	2126
ENSG00000028203	UAA	741
ENSG00000028203	UAA	259
ENSG00000028203	UAA	744
ENSG00000028203	UAA	426
ENSG00000028203	UAA	303
ENSG00000028203	UAA	2672
ENSG00000028310	UGA	2273
ENSG00000028310	UAA	303
ENSG00000028310	UGA	276
ENSG00000028310	UAA	727
ENSG00000028310	UGA	991
ENSG00000028310	UGA	2359
ENSG00000028310	UGA	337
ENSG00000028310	UGA	3159
ENSG00000028310	UGA	471
ENSG00000028310	UAA	345
ENSG00000028310	UAA	174
ENSG00000029363	UAA	2524
ENSG00000029363	UGA	728
ENSG00000029363	UAA	1419
ENSG00000029363	UGA	217
ENSG00000029363	UAA	312
ENSG00000029363	UGA	2638
ENSG00000029363	UGA	0
ENSG00000029363	UGA	735
ENSG00000029363	UAA	182
ENSG00000029363	UAA	1759
ENSG00000029363	UAA	5358
ENSG00000029363	UGA	3184
ENSG00000029363	UAA	4483
ENSG00000029363	UAA	4247
ENSG00000029639	UAG	1702
ENSG00000029725	UGA	3117
ENSG00000029725	UAG	123
ENSG00000029725	UAG	157
ENSG00000031823	UGA	335
ENSG00000031823	UGA	241
ENSG00000031823	UAG	1471
ENSG00000031823	UAG	287
ENSG00000031823	UGA	1709
ENSG00000031823	UAG	1471
ENSG00000031823	UAG	284
ENSG00000031823	UAG	258
ENSG00000031823	UAA	219
ENSG00000031823	UAA	214
ENSG00000031823	UGA	438
ENSG00000032444	UGA	202
ENSG00000032444	UGA	202
ENSG00000032444	UGA	202
ENSG00000032444	UGA	202
ENSG00000032444	UGA	199
ENSG00000032444	UGA	199
ENSG00000033050	UGA	2570
ENSG00000033800	UGA	6012
ENSG00000033800	UGA	229
ENSG00000033800	UAG	694
ENSG00000033800	UGA	974
ENSG00000033800	UGA	170
ENSG00000034713	UGA	512
ENSG00000034713	UGA	161
ENSG00000034713	UGA	192
ENSG00000034713	UGA	564
ENSG00000035141	UGA	573
ENSG00000035141	UAA	1314
ENSG00000035141	UAA	1313
ENSG00000035928	UAA	280
ENSG00000035928	UGA	1305
ENSG00000035928	UGA	350
ENSG00000035928	UGA	1305
ENSG00000036054	UAA	1583
ENSG00000036054	UAA	23
ENSG00000036054	UAA	1570
ENSG00000036549	UGA	752
ENSG00000036549	UGA	3224
ENSG00000037241	UAA	177
ENSG00000037241	UAA	180
ENSG00000037241	UAA	230
ENSG00000037241	UAA	175
ENSG00000037474	UGA	687
ENSG00000037474	UGA	357
ENSG00000037474	UGA	306
ENSG00000037474	UGA	2296
ENSG00000037637	UAA	3830
ENSG00000037749	UAA	1320
ENSG00000037749	UAA	3823
ENSG00000037749	UAA	339
ENSG00000037749	UAA	4676
ENSG00000037749	UAA	3737
ENSG00000037749	UAG	4619
ENSG00000037749	UAA	0
ENSG00000037757	UAA	2001
ENSG00000037757	UAA	2001
ENSG00000038274	UAA	1217
ENSG00000038274	UAG	946
ENSG00000038274	UGA	2245
ENSG00000038274	UAG	973
ENSG00000038274	UAG	62
ENSG00000038274	UAG	991
ENSG00000038274	UAG	645
ENSG00000038274	UGA	2020
ENSG00000038274	UAG	653
ENSG00000038274	UAG	970
ENSG00000038274	UAA	1482
ENSG00000038274	UAG	946
ENSG00000038274	UAG	793
ENSG00000038274	UAG	970
ENSG00000038274	UAG	970
ENSG00000038274	UAG	1668
ENSG00000038274	UAG	970
ENSG00000038274	UAG	970
ENSG00000038274	UGA	2556
ENSG00000038274	UAG	1195
ENSG00000038274	UAG	970
ENSG00000038358	UAG	351
ENSG00000038358	UAG	17
ENSG00000038358	UAG	174
ENSG00000039650	UGA	1537
ENSG00000039650	UAG	311
ENSG00000039650	UGA	17
ENSG00000039650	UAA	1005
ENSG00000039650	UGA	33
ENSG00000039650	UGA	132
ENSG00000039650	UAG	180
ENSG00000039650	UGA	300
ENSG00000039650	UGA	8
ENSG00000039650	UGA	365
ENSG00000039650	UGA	44
ENSG00000040341	UAG	1003
ENSG00000040341	UAA	316
ENSG00000040341	UGA	1636
ENSG00000040341	UGA	363
ENSG00000040341	UGA	176
ENSG00000040341	UGA	2402
ENSG00000040341	UGA	2314
ENSG00000040341	UAA	287
ENSG00000040341	UAG	242
ENSG00000040341	UAG	160
ENSG00000040341	UAA	542
ENSG00000040341	UGA	2220
ENSG00000040341	UAG	1003
ENSG00000040341	UGA	1459
ENSG00000040633	UGA	588
ENSG00000040633	UGA	373
ENSG00000040633	UGA	339
ENSG00000040633	UGA	597
ENSG00000040633	UGA	588
ENSG00000041357	UAA	189
ENSG00000041357	UAG	242
ENSG00000041357	UAG	3473
ENSG00000041357	UAG	93
ENSG00000041357	UGA	296
ENSG00000041357	UAG	260
ENSG00000041357	UAA	163
ENSG00000041802	UAG	218
ENSG00000041802	UGA	1277
ENSG00000041880	UGA	114
ENSG00000041880	UGA	244
ENSG00000041880	UGA	123
ENSG00000041880	UGA	382
ENSG00000041880	UGA	387
ENSG00000041988	UGA	465
ENSG00000041988	UGA	291
ENSG00000041988	UGA	1498
ENSG00000041988	UGA	485
ENSG00000041988	UGA	289
ENSG00000042753	UGA	311
ENSG00000042753	UGA	280
ENSG00000042753	UGA	275
ENSG00000042753	UGA	289
ENSG00000042753	UGA	289
ENSG00000042753	UGA	289
ENSG00000044115	UAA	634
ENSG00000044115	UGA	226
ENSG00000044115	UAA	945
ENSG00000044115	UGA	1210
ENSG00000044115	UGA	146
ENSG00000044115	UGA	1008
ENSG00000044115	UAA	73
ENSG00000044115	UAA	939
ENSG00000044115	UGA	2535
ENSG00000044115	UGA	477
ENSG00000044574	UAG	1732
ENSG00000044574	UAG	103
ENSG00000044574	UAG	1739
ENSG00000046647	UGA	634
ENSG00000046647	UGA	240
ENSG00000046647	UGA	2165
ENSG00000046647	UGA	2187
ENSG00000047249	UAA	421
ENSG00000047249	UAA	1292
ENSG00000047249	UAA	407
ENSG00000047249	UAA	290
ENSG00000047249	UAA	233
ENSG00000047249	UAA	220
ENSG00000047249	UAA	291
ENSG00000047315	UAG	170
ENSG00000047315	UAG	19
ENSG00000047315	UAG	170
ENSG00000047315	UAG	170
ENSG00000047932	UAA	2985
ENSG00000047932	UAA	2982
ENSG00000047932	UAA	2985
ENSG00000048140	UAG	1353
ENSG00000048140	UAG	1322
ENSG00000048140	UGA	2094
ENSG00000048140	UGA	1521
ENSG00000048140	UGA	618
ENSG00000048140	UAG	34
ENSG00000048140	UGA	96
ENSG00000048162	UGA	518
ENSG00000048162	UAA	215
ENSG00000048162	UAA	0
ENSG00000048162	UGA	285
ENSG00000048162	UAA	35
ENSG00000048162	UGA	223
ENSG00000048544	UAA	1482
ENSG00000048828	UAA	213
ENSG00000048828	UGA	1673
ENSG00000048828	UAA	225
ENSG00000048828	UAA	1559
ENSG00000048828	UAA	1572
ENSG00000049245	UGA	1787
ENSG00000049245	UGA	161
ENSG00000049541	UAG	158
ENSG00000049541	UAA	486
ENSG00000049541	UAG	602
ENSG00000049541	UGA	547
ENSG00000049541	UAA	639
ENSG00000049541	UAG	607
ENSG00000049541	UGA	613
ENSG00000049541	UGA	662
ENSG00000049541	UAA	467
ENSG00000049541	UAG	604
ENSG00000049541	UAA	799
ENSG00000049541	UGA	655
ENSG00000049656	UGA	616
ENSG00000049656	UGA	617
ENSG00000049656	UGA	477
ENSG00000050130	UGA	1338
ENSG00000050130	UGA	137
ENSG00000050130	UAA	77
ENSG00000050130	UGA	1332
ENSG00000050130	UGA	631
ENSG00000050130	UGA	633
ENSG00000050426	UGA	286
ENSG00000050426	UGA	1528
ENSG00000050426	UGA	412
ENSG00000050426	UGA	999
ENSG00000050426	UGA	191
ENSG00000050426	UGA	1109
ENSG00000050426	UGA	938
ENSG00000050426	UGA	970
ENSG00000050426	UGA	320
ENSG00000050426	UGA	1502
ENSG00000050426	UGA	374
ENSG00000050426	UGA	982
ENSG00000050426	UGA	271
ENSG00000050426	UGA	993
ENSG00000050426	UGA	432
ENSG00000050748	UGA	1021
ENSG00000050748	UAA	1003
ENSG00000050748	UGA	3241
ENSG00000050748	UAA	2921
ENSG00000050748	UGA	732
ENSG00000050748	UAA	2921
ENSG00000050748	UGA	197
ENSG00000050748	UGA	2790
ENSG00000050748	UAA	1370
ENSG00000051108	UGA	7
ENSG00000051108	UGA	1574
ENSG00000051108	UGA	591
ENSG00000051108	UGA	596
ENSG00000051108	UAG	422
ENSG00000051108	UGA	591
ENSG00000051108	UAA	538
ENSG00000051108	UAA	164
ENSG00000051382	UGA	3059
ENSG00000051382	UAA	2691
ENSG00000051382	UAA	2690
ENSG00000051382	UAA	1371
ENSG00000051382	UGA	166
ENSG00000051382	UGA	4103
ENSG00000051382	UAA	239
ENSG00000051382	UAA	1367
ENSG00000052723	UAA	4792
ENSG00000052723	UAA	4792
ENSG00000052841	UAG	754
ENSG00000052841	UAG	57
ENSG00000052841	UAG	723
ENSG00000052841	UAG	1027
ENSG00000053371	UGA	320
ENSG00000053371	UAG	260
ENSG00000053371	UAA	108
ENSG00000053371	UAG	226
ENSG00000053372	UGA	1298
ENSG00000053501	UGA	619
ENSG00000053501	UGA	180
ENSG00000053501	UGA	393
ENSG00000053501	UAA	16
ENSG00000053501	UGA	382
ENSG00000053501	UGA	1350
